http://www.cflib.org,200,200,https://www.cflib.org
http://www.w3.org/TR/html4/loose.dtd,200,200,https://www.w3.org/TR/html4/loose.dtd
http://www.w3.org/TR/1999/REC-html401-19991224/loose.dtd,200,200,https://www.w3.org/TR/1999/REC-html401-19991224/loose.dtd
http://www.epa.gov,200,200,https://www.epa.gov
http://www.rsac.org/ratingsv01.html,200,200,https://www.rsac.org/ratingsv01.html
http://www.epa.gov,200,200,https://www.epa.gov
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/,200,200,https://www.epa.gov/
http://www.epa.gov/epafiles/images/epafiles_logo_epaseal.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_logo_epaseal.gif
http://www.epa.gov/,200,200,https://www.epa.gov/
http://www.epa.gov/epafiles/images/epafiles_ban_topepa.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_ban_topepa.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_ban_endtop.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_ban_endtop.gif
http://www.epa.gov/epafiles/images/epafiles_ban_endbottom.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_ban_endbottom.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/searchcode.html,404,404,https://www.epa.gov/epafiles/searchcode.html
http://www.epa.gov/ttn/chief/sidebar.txt,404,404,https://www.epa.gov/ttn/chief/sidebar.txt
http://www.epa.gov/ttn/chief/comments.html,404,404,https://www.epa.gov/ttn/chief/comments.html
http://www.epa.gov/ttn/chief/efpac/comments.html,404,404,https://www.epa.gov/ttn/chief/efpac/comments.html
http://www.epa.gov/cgi-bin/epaprintonly.cgi,404,404,https://www.epa.gov/cgi-bin/epaprintonly.cgi
http://www.epa.gov/epahome/search.html,404,404,https://www.epa.gov/epahome/search.html
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov,200,200,https://www.epa.gov
http://www.epa.gov/ttn/index.html,404,404,https://www.epa.gov/ttn/index.html
http://www.epa.gov/ttn/chief/index.html,404,404,https://www.epa.gov/ttn/chief/index.html
http://www.epa.gov/ttn/chief/efpac/index.html,404,404,https://www.epa.gov/ttn/chief/efpac/index.html
http://www.epa.gov/ttn/chief/ap42/index.html,404,404,https://www.epa.gov/ttn/chief/ap42/index.html
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/sidebarcode.html,404,404,https://www.epa.gov/epafiles/sidebarcode.html
http://www.epa.gov/ttn/chief/index.html,404,404,https://www.epa.gov/ttn/chief/index.html
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/ttn/chief/ap42/index.html,404,404,https://www.epa.gov/ttn/chief/ap42/index.html
http://www.epa.gov/ttn/chief/le/index.html,404,404,https://www.epa.gov/ttn/chief/le/index.html
http://www.epa.gov/ttn/chief/ap42/index.html,404,404,https://www.epa.gov/ttn/chief/ap42/index.html
http://www.epa.gov/ttn/chief/ap42/ap42supp.html,404,404,https://www.epa.gov/ttn/chief/ap42/ap42supp.html
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/oar/oaqps/,404,404,https://www.epa.gov/oar/oaqps/
http://www.epa.gov/ttn/,404,404,https://www.epa.gov/ttn/
http://www.epa.gov/ttn/chief/,404,404,https://www.epa.gov/ttn/chief/
http://www.epa.gov/epafiles/images/epafiles_misc_dot_dkblue.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_dot_dkblue.gif
http://www.epa.gov/,200,200,https://www.epa.gov/
http://www.epa.gov/epafiles/usenotice.htm,200,200,https://www.epa.gov/epafiles/usenotice.htm
http://www.epa.gov/ttn/chief/comments.html,404,404,https://www.epa.gov/ttn/chief/comments.html
http://www.epa.gov/epafiles/scripts/dateurl.js,404,404,https://www.epa.gov/epafiles/scripts/dateurl.js
http://www.w3.org/TR/1999/REC-html401-19991224/loose.dtd,200,200,https://www.w3.org/TR/1999/REC-html401-19991224/loose.dtd
http://www.epa.gov,200,200,https://www.epa.gov
http://www.rsac.org/ratingsv01.html,200,200,https://www.rsac.org/ratingsv01.html
http://www.epa.gov,200,200,https://www.epa.gov
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/,200,200,https://www.epa.gov/
http://www.epa.gov/epafiles/images/epafiles_logo_epaseal.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_logo_epaseal.gif
http://www.epa.gov/,200,200,https://www.epa.gov/
http://www.epa.gov/epafiles/images/epafiles_ban_topepa.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_ban_topepa.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_ban_endtop.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_ban_endtop.gif
http://www.epa.gov/epafiles/images/epafiles_ban_endbottom.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_ban_endbottom.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/searchcode.html,404,404,https://www.epa.gov/epafiles/searchcode.html
http://www.epa.gov/ttn/chief/sidebar.txt,404,404,https://www.epa.gov/ttn/chief/sidebar.txt
http://www.epa.gov/ttn/chief/comments.html,404,404,https://www.epa.gov/ttn/chief/comments.html
http://www.epa.gov/ttn/chief/efpac/comments.html,404,404,https://www.epa.gov/ttn/chief/efpac/comments.html
http://www.epa.gov/cgi-bin/epaprintonly.cgi,404,404,https://www.epa.gov/cgi-bin/epaprintonly.cgi
http://www.epa.gov/epahome/search.html,404,404,https://www.epa.gov/epahome/search.html
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov/epafiles/images/epafiles_misc_space.gif,404,404,https://www.epa.gov/epafiles/images/epafiles_misc_space.gif
http://www.epa.gov,200,200,https://www.epa.gov
